"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","SEIFA_IRSD","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"14A.65","2020","Workforce sustainability","<30 years old","All people","All people","All areas","","","","Enrolled nurses","<30 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","15.6","16.4","18.9","20.5","14.5","10.5","21.0","18.1","16.6"
"14A.65","2020","Workforce sustainability","30-39 years old","All people","All people","Major cities","","","","Enrolled nurses","30-39 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","13.4","21.7","19.0","18.4","25.4","..","27.4","..","20.7"
"14A.65","2020","Workforce sustainability","30-39 years old","All people","All people","Inner regional","","","","Enrolled nurses","30-39 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","13.0","14.8","13.6","16.3","15.2","17.3","..","..","14.6"
"14A.65","2020","Workforce sustainability","30-39 years old","All people","All people","Outer regional","","","","Enrolled nurses","30-39 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","12.5","15.5","12.6","8.0","11.4","12.3","..","36.7","13.3"
"14A.65","2020","Workforce sustainability","30-39 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","30-39 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","10.7","5.0","11.9","3.5","10.9","15.1","..","0","9.2"
"14A.65","2020","Workforce sustainability","30-39 years old","All people","All people","All areas","","","","Enrolled nurses","30-39 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","13.0","18.6","16.6","15.8","21.0","15.9","27.4","20.9","17.7"
"14A.65","2020","Workforce sustainability","40-49 years old","All people","All people","Major cities","","","","Enrolled nurses","40-49 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","18.6","20.0","20.3","19.6","21.5","..","16.1","..","20.1"
"14A.65","2020","Workforce sustainability","40-49 years old","All people","All people","Inner regional","","","","Enrolled nurses","40-49 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","16.4","17.2","17.4","18.5","18.7","19.2","..","..","17.4"
"14A.65","2020","Workforce sustainability","40-49 years old","All people","All people","Outer regional","","","","Enrolled nurses","40-49 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","15.3","15.3","25.4","19.9","16.2","22.5","..","8.4","18.0"
"14A.65","2020","Workforce sustainability","40-49 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","40-49 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","25.6","17.7","16.7","24.0","23.4","20.1","..","25.0","22.1"
"14A.65","2020","Workforce sustainability","40-49 years old","All people","All people","All areas","","","","Enrolled nurses","40-49 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","17.3","18.5","20.3","19.7","20.3","20.1","16.1","15.6","19.0"
"14A.65","2020","Workforce sustainability","50-59 years old","All people","All people","Major cities","","","","Enrolled nurses","50-59 years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","28.1","24.1","24.5","24.7","22.9","..","17.8","..","24.3"
"14A.65","2020","Workforce sustainability","50-59 years old","All people","All people","Inner regional","","","","Enrolled nurses","50-59 years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","32.4","31.2","32.2","22.2","33.4","32.3","..","..","31.5"
"14A.65","2020","Workforce sustainability","50-59 years old","All people","All people","Outer regional","","","","Enrolled nurses","50-59 years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","28.3","34.4","27.2","26.8","40.1","40.5","..","10.7","32.2"
"14A.65","2020","Workforce sustainability","50-59 years old","All people","All people","Remote and very remote","","","","Enrolled nurses","50-59 years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","31.3","10.1","36.3","30.9","30.6","48.4","..","52.3","33.7"
"14A.65","2020","Workforce sustainability","50-59 years old","All people","All people","All areas","","","","Enrolled nurses","50-59 years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","29.7","27.6","26.9","25.0","27.4","34.9","17.8","28.7","27.7"
"14A.65","2020","Workforce sustainability","60+ years old","All people","All people","Major cities","","","","Enrolled nurses","60+ years old","Major cities","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","21.9","16.2","14.1","16.0","15.1","..","17.7","..","16.2"
"14A.65","2020","Workforce sustainability","60+ years old","All people","All people","Inner regional","","","","Enrolled nurses","60+ years old","Inner regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","22.9","21.2","21.9","28.9","19.3","17.5","..","..","21.4"
"14A.65","2020","Workforce sustainability","60+ years old","All people","All people","Outer regional","","","","Enrolled nurses","60+ years old","Outer regional","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","31.8","24.7","21.6","21.7","18.0","22.2","..","12.3","24.0"
"14A.65","2020","Workforce sustainability","60+ years old","All people","All people","Remote and very remote","","","","Enrolled nurses","60+ years old","Remote and very remote","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","24.0","46.8","23.6","26.9","25.0","8.5","..","22.7","24.6"
"14A.65","2020","Workforce sustainability","60+ years old","All people","All people","All areas","","","","Enrolled nurses","60+ years old","All areas","","","","","","","Derived from Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","%","24.3","18.8","17.2","18.9","16.7","18.6","17.7","16.8","19.0"
"14A.65","2019","Workforce sustainability","All ages","All people","All people","Major cities","","","","Enrolled nurses","All ages","Major cities","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","753.2","3514.5","1432.6","609.1","1274.8","..","71.9","..","7656.1"
"14A.65","2019","Workforce sustainability","All ages","All people","All people","Inner regional","","","","Enrolled nurses","All ages","Inner regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","691.1","2267.9","532.9","117.7","293.1","309.2","..","..","4211.8"
"14A.65","2019","Workforce sustainability","All ages","All people","All people","Outer regional","","","","Enrolled nurses","All ages","Outer regional","","","","","","","Australian Government Department of Health Disability and Ageing (unpublished) National Health Workforce Datasets: Nurses and midwives","no.","387.6","642.6","344.5","133.7","296.1","130.8","..","32.1","1967.5"
